Address,African-American,American Indian,American Indian/Alaska Native,American Indian/Alaskan Native,Asian,Asian or Asian/Pacific Islander,Asian or Pacific Islander,Asian/Pacific Islander,Black,"Black, not Hispanic",City,Female,Filipino,FullState,Hawaiian Native/Pacific Islander,Hispanic,Lowincome,Male,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Native Hawaiian or Pacific Islander,Pacific Islander,Rate,School,SchoolLink,Score,State,StateOrder,Two or more races,Type,White,"White, not Hispanic",ZipCode,_id,location
1730 Lake Cyrus Club Drive,,,<1%,,9%,,,,31%,,Hoover,50%,,alabama,<1%,8%,25%,50%,,,,,Top rated,Brock's Gap Intermediate School,/alabama/hoover/3761-Brocks-Gap-Intermediate-School/,10,AL,347,4%,Public district,47%,,35244,5e7b01be0c16a3618bfc3b9b,"{'type': 'Point', 'coordinates': [-86.890057, 33.34535]}"
1302 5th Avenue Southwest,,,<1%,,<1%,,,,37%,,Decatur,,,alabama,<1%,46%,,,,,,,Currently unrated,Brookhaven Middle School,/alabama/decatur/501-Brookhaven-Middle-School/,-1,AL,348,1%,Public district,15%,,35601,5e7b01be0c16a3618bfc3b9c,"{'type': 'Point', 'coordinates': [-86.99490246731557, 34.586994045901776]}"
320 Brookhill Drive,,,<1%,,2%,,,,17%,,Athens,50%,,alabama,1%,16%,43%,50%,,,,,Below average,Brookhill Elementary School,/alabama/athens/80-Brookhill-Elementary-School/,4,AL,349,6%,Public district,58%,,35611,5e7b01be0c16a3618bfc3b9d,"{'type': 'Point', 'coordinates': [-86.9628997, 34.7818391]}"
160 Brooklane Dr,,,,,,,,,,,Hueytown,,,alabama,,,,,,,,,Currently unrated,Brooklane Baptist Academy,/alabama/hueytown/2132-Brooklane-Baptist-Academy/,-1,AL,350,,Private,,,35023,5e7b01be0c16a3618bfc3b9e,"{'type': 'Point', 'coordinates': [-86.979117, 33.447582]}"
100 School Lane,,,<1%,,2%,,,,5%,,Killen,53%,,alabama,<1%,2%,38%,47%,,,,,Above average,Brooks Elementary School,/alabama/killen/875-Brooks-Elementary-School/,7,AL,351,2%,Public district,89%,,35645,5e7b01be0c16a3618bfc3b9f,"{'type': 'Point', 'coordinates': [-87.5313527, 34.864498]}"
4300 Highway 72,,,<1%,,1%,,,,4%,,Killen,,,alabama,<1%,3%,,,,,,,Above average,Brooks High School,/alabama/killen/865-Brooks-High-School/,9,AL,352,1%,Public district,91%,,35645,5e7b01be0c16a3618bfc3ba0,
3699 Belmont Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Brookview Kiddie Academy,/alabama/birmingham/2071-Brookview-Kiddie-Academy/,-1,AL,353,,Private,,,35210,5e7b01be0c16a3618bfc3ba1,"{'type': 'Point', 'coordinates': [-1.9557552, 52.5073885]}"
4275 Brookville School Road,,,<1%,,<1%,,,,35%,,Graysville,54%,,alabama,<1%,8%,79%,46%,,,,,Below average,Brookville Elementary School,/alabama/graysville/803-Brookville-Elementary-School/,4,AL,354,3%,Public district,54%,,35073,5e7b01be0c16a3618bfc3ba2,"{'type': 'Point', 'coordinates': [-86.95643866336158, 33.62838138043402]}"
3449 Overton Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Brookwood Bapt Church Ecc,/alabama/birmingham/2503-Brookwood-Bapt-Church-Ecc/,-1,AL,355,,Private,,,35223,5e7b01be0c16a3618bfc3ba3,"{'type': 'Point', 'coordinates': [-86.7045531, 33.4909326]}"
16049 Alabama 216,,,<1%,,<1%,,,,7%,,Brookwood,48%,,alabama,<1%,4%,65%,52%,,,,,Below average,Brookwood Elementary School,/alabama/brookwood/1435-Brookwood-Elementary-School/,3,AL,356,2%,Public district,86%,,35444,5e7b01be0c16a3618bfc3ba4,"{'type': 'Point', 'coordinates': [-87.3208336, 33.2556719]}"
3701 South Brookwood Road,,,<1%,,<1%,,,,<1%,,Birmingham,49%,,alabama,<1%,1%,1%,51%,,,,,Above average,Brookwood Forest Elementary School,/alabama/birmingham/1169-Brookwood-Forest-Elementary-School/,9,AL,357,4%,Public district,95%,,35223,5e7b01be0c16a3618bfc3ba5,
12250 George Richmond Parkway,,,<1%,,<1%,,,,10%,,Brookwood,48%,,alabama,<1%,3%,41%,52%,,,,,Below average,Brookwood High School,/alabama/brookwood/1436-Brookwood-High-School/,2,AL,358,1%,Public district,86%,,35444,5e7b01be0c16a3618bfc3ba6,
17021 Brookwood Parkway,,,<1%,,<1%,,,,12%,,Vance,50%,,alabama,<1%,3%,51%,50%,,,,,Average,Brookwood Middle School,/alabama/vance/1950-Brookwood-Middle-School/,5,AL,359,2%,Public district,82%,,35490,5e7b01be0c16a3618bfc3ba7,"{'type': 'Point', 'coordinates': [-87.271634, 33.211106]}"
1130 Bellview Street,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Brown's Private School,/alabama/montgomery/1639-Browns-Private-School/,-1,AL,360,,Private,,,36104,5e7b01be0c16a3618bfc3ba8,"{'type': 'Point', 'coordinates': [-86.31488643199145, 32.36268068155864]}"
4263 Highway 72 East,,,,,,,,,,,Brownsboro,,,alabama,,,,,,,,,Currently unrated,Brownsboro Head Start Center,/alabama/brownsboro/3928-Brownsboro-Head-Start-Center/,-1,AL,361,,Private,,,35741,5e7b01be0c16a3618bfc3ba9,
305 Bingham Street,,,1%,,1%,,,,8%,,Scottsboro,46%,,alabama,<1%,11%,52%,54%,,,,,Currently unrated,Brownwood Elementary School,/alabama/scottsboro/1273-Brownwood-Elementary-School/,-1,AL,362,7%,Public district,72%,,35768,5e7b01be0c16a3618bfc3baa,"{'type': 'Point', 'coordinates': [-86.01928628832096, 34.66956991484871]}"
108 Craig Industrial Park,,,<1%,,<1%,,,,99%,,Selma,,,alabama,<1%,1%,,,,,,,Below average,Bruce K Craig Elementary School,/alabama/selma/482-Bruce-K-Craig-Elementary-School/,3,AL,363,<1%,Public district,<1%,,36701,5e7b01be0c16a3618bfc3bab,
552 Veterans Blvd,,,,,,,,,,,Brundidge,,,alabama,,,,,,,,,Currently unrated,Brundidge Head Start,/alabama/brundidge/3864-Brundidge-Head-Start/,-1,AL,364,,Private,,,36010,5e7b01be0c16a3618bfc3bac,"{'type': 'Point', 'coordinates': [-85.83567196351846, 31.73103894731708]}"
Po Box 908,,,,,,,,,,,Troy,,,alabama,,,,,,,,,Currently unrated,Brundidge Head Start Center,/alabama/troy/2571-Brundidge-Head-Start-Center/,-1,AL,365,,Private,,,36010,5e7b01be0c16a3618bfc3bad,
600 Kimberly Cut Off Road,,,1%,,<1%,,,,4%,,Morris,46%,,alabama,<1%,2%,31%,54%,,,,,Average,Bryan Elementary School,/alabama/morris/826-Bryan-Elementary-School/,6,AL,366,<1%,Public district,93%,,35116,5e7b01be0c16a3618bfc3bae,"{'type': 'Point', 'coordinates': [-86.793383, 33.76088]}"
P.O. Box 250101,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Bryant Baptist Ch Day Care,/alabama/montgomery/3164-Bryant-Baptist-Ch-Day-Care/,-1,AL,367,,Private,,,36125,5e7b01be0c16a3618bfc3baf,"{'type': 'Point', 'coordinates': [-86.3107669425032, 32.379952849999995]}"
6645 Alabama 73,,,12%,,<1%,,,,1%,,Bryant,,,alabama,<1%,<1%,,,,,,,Above average,Bryant School,/alabama/bryant/767-Bryant-School/,7,AL,368,1%,Public district,85%,,35958,5e7b01be0c16a3618bfc3bb0,"{'type': 'Point', 'coordinates': [-85.63219, 34.9436904]}"
200 University,,,,,,,,,,,Tuscaloosa,,,alabama,,,,,,,,,Currently unrated,Bryce Adolescent School,/alabama/tuscaloosa/3625-Bryce-Adolescent-School/,-1,AL,369,,Public district,,,35401,5e7b01be0c16a3618bfc3bb1,"{'type': 'Point', 'coordinates': [-87.53967401518648, 33.21208215]}"
4123 Winchester Road,,,9%,,2%,,,,21%,,New Market,49%,,alabama,<1%,3%,28%,51%,,,,,Above average,Buckhorn High School,/alabama/new-market/955-Buckhorn-High-School/,8,AL,370,2%,Public district,64%,,35761,5e7b01be0c16a3618bfc3bb2,"{'type': 'Point', 'coordinates': [-86.45633520747879, 34.8721983]}"
4185 Winchester Road,,,10%,,1%,,,,19%,,New Market,49%,,alabama,<1%,5%,36%,51%,,,,,Above average,Buckhorn Middle School,/alabama/new-market/3672-Buckhorn-Middle-School/,8,AL,371,2%,Public district,62%,,35761,5e7b01be0c16a3618bfc3bb3,"{'type': 'Point', 'coordinates': [-86.45355770620377, 34.87117114712685]}"
11968 Buhl School Road,,,<1%,,<1%,,,,2%,,Buhl,50%,,alabama,<1%,11%,59%,50%,,,,,Average,Buhl Elementary School,/alabama/buhl/1437-Buhl-Elementary-School/,6,AL,372,2%,Public district,86%,,35446,5e7b01be0c16a3618bfc3bb4,"{'type': 'Point', 'coordinates': [-87.75064311115327, 33.25374884070879]}"
105 Bridges Dr,,,,,,,,,,,Harvest,,,alabama,,,,,,,,,Currently unrated,Building Blocks,/alabama/harvest/2846-Building-Blocks/,-1,AL,373,,Private,,,35749,5e7b01be0c16a3618bfc3bb5,"{'type': 'Point', 'coordinates': [-86.74946472842112, 34.832288391969655]}"
1514 Maria Avenue,,,,,,,,,,,Demopolis,,,alabama,,,,,,,,,Currently unrated,Building Blocks,/alabama/demopolis/3926-Building-Blocks/,-1,AL,374,,Private,,,36732,5e7b01be0c16a3618bfc3bb6,"{'type': 'Point', 'coordinates': [-87.85646382627148, 32.49636171759075]}"
1065 S State Highway 605,,,,,,,,,,,Taylor,,,alabama,,,,,,,,,Currently unrated,Building Blocks Cdc,/alabama/taylor/2685-Building-Blocks-Cdc/,-1,AL,375,,Private,,,36301,5e7b01be0c16a3618bfc3bb7,
311 West Maple Avenue,,,,,,,,,,,Geneva,,,alabama,,,,,,,,,Currently unrated,Building Blocks Child Development Center,/alabama/geneva/2806-Building-Blocks-Child-Development-Center/,-1,AL,376,,Private,,,36340,5e7b01be0c16a3618bfc3bb8,"{'type': 'Point', 'coordinates': [-85.87653530440595, 31.045958721762382]}"
704 W Main St,,,,,,,,,,,Hartford,,,alabama,,,,,,,,,Currently unrated,Building Blocks Child Development Center,/alabama/hartford/2837-Building-Blocks-Child-Development-Center/,-1,AL,377,,Private,,,36344,5e7b01be0c16a3618bfc3bb9,"{'type': 'Point', 'coordinates': [-85.702647, 31.099253]}"
104 Tanner Court,,,,,,,,,,,Dothan,,,alabama,,,,,,,,,Currently unrated,Building Blocks Child Development Center,/alabama/dothan/3361-Building-Blocks-Child-Development-Center/,-1,AL,378,,Private,,,36305,5e7b01be0c16a3618bfc3bba,"{'type': 'Point', 'coordinates': [-85.4526173574146, 31.21522274416038]}"
1455 West Jackson St,,,,,,,,,,,Demopolis,,,alabama,,,,,,,,,Currently unrated,Building Blocks Day Care,/alabama/demopolis/2673-Building-Blocks-Day-Care/,-1,AL,379,,Private,,,36732,5e7b01be0c16a3618bfc3bbb,"{'type': 'Point', 'coordinates': [-87.85632776787492, 32.51121438060251]}"
316 1st Ave N,,,,,,,,,,,Pell City,,,alabama,,,,,,,,,Currently unrated,Building Blocks Day Care,/alabama/pell-city/3248-Building-Blocks-Day-Care/,-1,AL,380,,Private,,,35125,5e7b01be0c16a3618bfc3bbc,"{'type': 'Point', 'coordinates': [-86.31147672277524, 33.5897963760087]}"
805 Midway St,,,,,,,,,,,Hartselle,,,alabama,,,,,,,,,Currently unrated,Bullfrogs & Butterflies Learning Center,/alabama/hartselle/2845-Bullfrogs--Butterflies-Learning-Center/,-1,AL,381,,Private,,,35640,5e7b01be0c16a3618bfc3bbd,
304 Blackmon Avenue,,,,,,,,,,,Union Springs,,,alabama,,,,,,,,,Currently unrated,Bullock Co Area Voc Center,/alabama/union-springs/300-Bullock-Co-Area-Voc-Center/,-1,AL,382,,Public district,,,36089,5e7b01be0c16a3618bfc3bbe,"{'type': 'Point', 'coordinates': [-85.71213964285364, 32.143445033270666]}"
108 Hardaway Avenue,,,<1%,,<1%,,,,88%,,Union Springs,52%,,alabama,<1%,11%,82%,48%,,,,,Below average,Bullock Co High School,/alabama/union-springs/296-Bullock-Co-High-School/,3,AL,383,<1%,Public district,1%,,36089,5e7b01be0c16a3618bfc3bbf,"{'type': 'Point', 'coordinates': [-85.71720499999999, 32.14460908163266]}"
6175 Girby Road,,,<1%,,3%,,,,60%,,Mobile,43%,,alabama,<1%,6%,67%,57%,,,,,Below average,Burns Middle School,/alabama/mobile/1051-Burns-Middle-School/,3,AL,384,3%,Public district,27%,,36693,5e7b01be0c16a3618bfc3bc0,"{'type': 'Point', 'coordinates': [-88.18336793240695, 30.616935650000002]}"
900 16th Street West,,,<1%,,<1%,,,,96%,,Birmingham,,,alabama,<1%,3%,,,,,,,Below average,Bush Hills Academy,/alabama/birmingham/3764-Bush-Hills-Academy/,1,AL,385,<1%,Public district,1%,,35208,5e7b01be0c16a3618bfc3bc1,"{'type': 'Point', 'coordinates': [-86.863885, 33.513217]}"
1201 8th Avenue West,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Bush Hills Day Care Center,/alabama/birmingham/2426-Bush-Hills-Day-Care-Center/,-1,AL,386,,Private,,,35208,5e7b01be0c16a3618bfc3bc2,"{'type': 'Point', 'coordinates': [-86.85621414401128, 33.51227986122461]}"
1832 Center Way South,,,<1%,,<1%,,,,94%,,Birmingham,54%,,alabama,<1%,4%,78%,46%,,,,,Below average,Bush Middle School-Magnet,/alabama/birmingham/190-Bush-Middle-School-Magnet/,2,AL,387,1%,Public district,1%,,35205,5e7b01be0c16a3618bfc3bc3,"{'type': 'Point', 'coordinates': [-86.82877134693878, 33.48856112244898]}"
1202 West Walnut Street,,,,,,,,,,,Sylacauga,,,alabama,,,,,,,,,Currently unrated,Busy Bee,/alabama/sylacauga/3377-Busy-Bee/,-1,AL,388,,Private,,,35150,5e7b01be0c16a3618bfc3bc4,"{'type': 'Point', 'coordinates': [-86.270021, 33.163949]}"
211 School Highlands Road,,,,,,,,,,,Greenville,,,alabama,,,,,,,,,Currently unrated,Butler Co Area Voc School,/alabama/greenville/307-Butler-Co-Area-Voc-School/,-1,AL,389,,Public district,,,36037,5e7b01be0c16a3618bfc3bc5,
625 Lapsley Street,,,3%,,<1%,,,,96%,,Selma,50%,,alabama,<1%,<1%,2%,50%,,,,,Currently unrated,Byrd Elementary School,/alabama/selma/1281-Byrd-Elementary-School/,-1,AL,390,<1%,Public district,1%,,36701,5e7b01be0c16a3618bfc3bc6,"{'type': 'Point', 'coordinates': [-87.03033959926933, 32.41082326601729]}"
552 3rd Avenue Southwest,,,,,,,,,,,Hamilton,,,alabama,,,,,,,,,Currently unrated,Byrdnest Day Care,/alabama/hamilton/2831-Byrdnest-Day-Care/,-1,AL,391,,Private,,,35570,5e7b01be0c16a3618bfc3bc7,"{'type': 'Point', 'coordinates': [-87.99358913302584, 34.14068953407827]}"
1200 4th Court West,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,C & C Kid's World Day Care,/alabama/birmingham/2425-C--C-Kids-World-Day-Care/,-1,AL,392,,Private,,,35208,5e7b01be0c16a3618bfc3bc8,"{'type': 'Point', 'coordinates': [-86.8572761191693, 33.507423849999995]}"
435 East Chestnut Street,,,<1%,,<1%,,,,33%,,Gadsden,,,alabama,<1%,7%,,,,,,,Currently unrated,C I T Y Program,/alabama/gadsden/653-C-I-T-Y-Program/,-1,AL,393,<1%,Public district,60%,,35903,5e7b01be0c16a3618bfc3bc9,"{'type': 'Point', 'coordinates': [-85.98876355102041, 34.00470887755102]}"
414 Stanton Rd,,,,,,,,,,,Mobile,,,alabama,,,,,,,,,Currently unrated,C I T Y Program,/alabama/mobile/1054-C-I-T-Y-Program/,-1,AL,394,,Public district,,,36617,5e7b01be0c16a3618bfc3bca,"{'type': 'Point', 'coordinates': [-88.09261199068294, 30.701749149999998]}"
106 Brecon Access Road,,,<1%,,<1%,,,,74%,,Talladega,,,alabama,<1%,11%,,,,,,,Below average,C L Salter Elementary School,/alabama/talladega/1355-C-L-Salter-Elementary-School/,4,AL,395,<1%,Public district,15%,,35160,5e7b01be0c16a3618bfc3bcb,"{'type': 'Point', 'coordinates': [-86.08388198907257, 33.456168215689]}"
555 Martin Luther King Drive,,,,,,,,,,,Linden,,,alabama,,,,,,,,,Currently unrated,C P Austin Head Start,/alabama/linden/2966-C-P-Austin-Head-Start/,-1,AL,396,,Private,,,36748,5e7b01be0c16a3618bfc3bcc,"{'type': 'Point', 'coordinates': [-87.79108557894736, 32.29925773684211]}"
1323 Veterans Avenue,,,,,,,,,,,Monroeville,,,alabama,,,,,,,,,Currently unrated,C P Carmichael Alt School,/alabama/monroeville/1092-C-P-Carmichael-Alt-School/,-1,AL,397,,Public district,,,36460,5e7b01be0c16a3618bfc3bcd,"{'type': 'Point', 'coordinates': [-87.335555, 31.493726]}"
19150 Wilters Street,,,,,,,,,,,Robertsdale,,,alabama,,,,,,,,,Currently unrated,C.F. Taylor Alt School,/alabama/robertsdale/4192-C.F.-Taylor-Alt-School/,-1,AL,398,,Public district,,,36567,5e7b01be0c16a3618bfc3bce,"{'type': 'Point', 'coordinates': [-87.69920881608753, 30.552875475884214]}"
713 J.L. Chestnut Jr Boulevard,,,,,,,,,,,Selma,,,alabama,,,,,,,,,Currently unrated,Caa Head Start,/alabama/selma/4031-Caa-Head-Start/,-1,AL,399,,Private,,,36701,5e7b01be0c16a3618bfc3bcf,
220 East Lane,,,,,,,,,,,Evergreen,,,alabama,,,,,,,,,Currently unrated,CAA Southside Day Care Center,/alabama/evergreen/2742-CAA-Southside-Day-Care-Center/,-1,AL,400,,Private,,,36401,5e7b01be0c16a3618bfc3bd0,"{'type': 'Point', 'coordinates': [-76.629601, 39.350392]}"
301 Parkway Drive,,,<1%,,3%,,,,7%,,Trussville,48%,,alabama,<1%,1%,7%,52%,,,,,Above average,Cahaba Elementary School,/alabama/trussville/4260-Cahaba-Elementary-School/,9,AL,401,2%,Public district,86%,,35173,5e7b01be0c16a3618bfc3bd1,"{'type': 'Point', 'coordinates': [-86.605551, 33.629441]}"
4401 Dolly Ridge Road,,,<1%,,7%,,,,4%,,Vestavia Hills,49%,,alabama,<1%,5%,9%,51%,,,,,Above average,Cahaba Heights Community School,/alabama/vestavia-hills/2115-Cahaba-Heights-Community-School/,9,AL,402,6%,Public district,79%,,35243,5e7b01be0c16a3618bfc3bd2,"{'type': 'Point', 'coordinates': [-86.738761, 33.452892]}"
3139 Cahaba Heights Road,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Cahaba Hts United Methodist Pre-School,/alabama/birmingham/2497-Cahaba-Hts-United-Methodist-Pre-School/,-1,AL,403,,Private,,,35243,5e7b01be0c16a3618bfc3bd3,"{'type': 'Point', 'coordinates': [-86.7217942, 33.4539688]}"
3821 Lorna Road,,,<1%,,,<1%,,,5%,,Birmingham,,,alabama,<1%,<1%,,,,,,,Currently unrated,Cahaba School,/alabama/birmingham/3711-Cahaba-School/,-1,AL,404,<1%,Private,95%,,35244,5e7b01be0c16a3618bfc3bd4,
151 Narrows Parkway,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Cahaba Valley Learning Center,/alabama/birmingham/3998-Cahaba-Valley-Learning-Center/,-1,AL,405,,Private,,,35242,5e7b01be0c16a3618bfc3bd5,"{'type': 'Point', 'coordinates': [-86.665166, 33.369179]}"
2415 Montevallo Road,,,<1%,,,1%,,,11%,,Centreville,,,alabama,<1%,1%,,,,,,,Currently unrated,Cahawba Christian Academy,/alabama/centreville/1593-Cahawba-Christian-Academy/,-1,AL,406,2%,Private,85%,,35042,5e7b01be0c16a3618bfc3bd6,"{'type': 'Point', 'coordinates': [-87.12125565649981, 32.97373366462944]}"
96 Lightwood Rd,,,,,,,,,,,Deatsville,,,alabama,,,,,,,,,Currently unrated,Cain's Chapel Wkday Children Center,/alabama/deatsville/2654-Cains-Chapel-Wkday-Children-Center/,-1,AL,407,,Private,,,36022,5e7b01be0c16a3618bfc3bd7,
20500 Patillo Road,,,61%,,<1%,,,,2%,,Mount Vernon,47%,,alabama,<1%,1%,80%,53%,,,,,Average,Calcedeaver Elementary School,/alabama/mount-vernon/989-Calcedeaver-Elementary-School/,6,AL,408,17%,Public district,19%,,36560,5e7b01be0c16a3618bfc3bd8,
905 South Market Street,,,<1%,,<1%,,,,8%,,Scottsboro,45%,,alabama,<1%,11%,50%,55%,,,,,Average,Caldwell Elementary School,/alabama/scottsboro/1274-Caldwell-Elementary-School/,6,AL,409,2%,Public district,78%,,35768,5e7b01be0c16a3618bfc3bd9,"{'type': 'Point', 'coordinates': [-86.03332763490108, 34.660926448893086]}"
P.O. Box 1610,,,,,,,,,,,Calera,,,alabama,,,,,,,,,Currently unrated,Calera Christian School,/alabama/calera/1700-Calera-Christian-School/,-1,AL,410,,Private,,,35040,5e7b01be0c16a3618bfc3bda,
855 10th Street,,,<1%,,<1%,,,,32%,,Calera,44%,,alabama,<1%,11%,54%,56%,,,,,Currently unrated,Calera Elementary School,/alabama/calera/1299-Calera-Elementary-School/,-1,AL,411,5%,Public district,51%,,35040,5e7b01be0c16a3618bfc3bdb,"{'type': 'Point', 'coordinates': [-86.75045919236172, 33.10775101213971]}"
502 8th Avenue,,,,,,,,,,,Calera,,,alabama,,,,,,,,,Currently unrated,Calera Head Start,/alabama/calera/2576-Calera-Head-Start/,-1,AL,412,,Private,,,35040,5e7b01be0c16a3618bfc3bdc,"{'type': 'Point', 'coordinates': [-86.749348, 33.108371]}"
100 Calera Eagle Drive,,,<1%,,1%,,,,39%,,Calera,51%,,alabama,<1%,9%,45%,49%,,,,,Above average,Calera High School,/alabama/calera/1300-Calera-High-School/,7,AL,413,2%,Public district,50%,,35040,5e7b01be0c16a3618bfc3bdd,"{'type': 'Point', 'coordinates': [-86.768638, 33.094775]}"
8454 U.S. 31,,,<1%,,1%,,,,34%,,Calera,49%,,alabama,<1%,9%,51%,51%,,,,,Below average,Calera Intermediate School,/alabama/calera/4214-Calera-Intermediate-School/,4,AL,414,3%,Public district,53%,,35040,5e7b01be0c16a3618bfc3bde,
9178 County Road 22,,,<1%,,1%,,,,34%,,Montevallo,51%,,alabama,<1%,9%,49%,49%,,,,,Below average,Calera Middle School,/alabama/montevallo/2254-Calera-Middle-School/,4,AL,415,2%,Public district,55%,,35115,5e7b01be0c16a3618bfc3bdf,"{'type': 'Point', 'coordinates': [-86.863866, 33.150532]}"
1200 Church Avenue Southeast,,,,,,,,,,,Jacksonville,,,alabama,,,,,,,,,Currently unrated,Calhoun Co Alt School,/alabama/jacksonville/321-Calhoun-Co-Alt-School/,-1,AL,416,,Public district,,,36265,5e7b01be0c16a3618bfc3be0,"{'type': 'Point', 'coordinates': [-85.759936, 33.799174]}"
1200 Church Avenue Southeast,,,,,,,,,,,Jacksonville,,,alabama,,,,,,,,,Currently unrated,Calhoun Co Career Tech Center,/alabama/jacksonville/322-Calhoun-Co-Career-Tech-Center/,-1,AL,417,,Public district,,,36265,5e7b01be0c16a3618bfc3be1,"{'type': 'Point', 'coordinates': [-85.759936, 33.799174]}"
8213 County Road 33,,,<1%,,<1%,,,,97%,,Letohatchee,51%,,alabama,<1%,1%,96%,49%,,,,,Average,Calhoun High School,/alabama/letohatchee/918-Calhoun-High-School/,5,AL,418,<1%,Public district,1%,,36047,5e7b01be0c16a3618bfc3be2,
350 North Lawrence Street,,,<1%,,<1%,,,,98%,,Mobile,,,alabama,<1%,<1%,,,,,,,Below average,Calloway Smith Middle School,/alabama/mobile/1052-Calloway-Smith-Middle-School/,2,AL,419,<1%,Public district,1%,,36602,5e7b01be0c16a3618bfc3be3,"{'type': 'Point', 'coordinates': [-88.04991696589494, 30.69742925]}"
126 Douglass Road Northwest,,,<1%,,,<1%,,,<1%,,Huntsville,,,alabama,<1%,4%,,,,,,,Currently unrated,Calvary Baptist Academy,/alabama/huntsville/1809-Calvary-Baptist-Academy/,-1,AL,420,<1%,Private,96%,,35806,5e7b01be0c16a3618bfc3be4,"{'type': 'Point', 'coordinates': [-86.68840148979592, 34.8008486122449]}"
Po Box 893,,,,,,,,,,,Odenville,,,alabama,,,,,,,,,Currently unrated,Calvary Baptist Church Dc,/alabama/odenville/3197-Calvary-Baptist-Church-Dc/,-1,AL,421,,Private,,,35120,5e7b01be0c16a3618bfc3be5,
305 County Park Road,,,,,,,,,,,Scottsboro,,,alabama,,,,,,,,,Currently unrated,Calvary Baptist Kindergarten,/alabama/scottsboro/3332-Calvary-Baptist-Kindergarten/,-1,AL,422,,Private,,,35768,5e7b01be0c16a3618bfc3be6,"{'type': 'Point', 'coordinates': [-86.0329238849605, 34.64874338077949]}"
11831 County Road 31 Ste 100,,,<1%,,,<1%,,,7%,,Ashville,,,alabama,<1%,<1%,,,,,,,Currently unrated,Calvary Christian Academy,/alabama/ashville/2020-Calvary-Christian-Academy/,-1,AL,423,13%,Private,80%,,35953,5e7b01be0c16a3618bfc3be7,
6200 Birmingport Rd,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Calvary Christian Child Development Center,/alabama/birmingham/3692-Calvary-Christian-Child-Development-Center/,-1,AL,424,,Private,,,35224,5e7b01be0c16a3618bfc3be8,"{'type': 'Point', 'coordinates': [-87.050335, 33.517437]}"
Po Box 10,,,<1%,,,<1%,,,<1%,,Orange Beach,,,alabama,<1%,<1%,,,,,,,Currently unrated,Calvary Christian Learning Center,/alabama/orange-beach/4152-Calvary-Christian-Learning-Center/,-1,AL,425,<1%,Private,100%,,36561,5e7b01be0c16a3618bfc3be9,"{'type': 'Point', 'coordinates': [-87.62437700622718, 30.28285585]}"
6800 Union Church Road,,,<1%,,,4%,,,6%,,Mobile,,,alabama,<1%,<1%,,,,,,,Currently unrated,Calvary Christian School,/alabama/mobile/1739-Calvary-Christian-School/,-1,AL,426,2%,Private,87%,,36619,5e7b01be0c16a3618bfc3bea,"{'type': 'Point', 'coordinates': [-88.345626, 30.569301]}"
2401 N Lauderdale,,,,,,,,,,,Selma,,,alabama,,,,,,,,,Currently unrated,Calvary Christian School,/alabama/selma/1740-Calvary-Christian-School/,-1,AL,427,,Private,,,36701,5e7b01be0c16a3618bfc3beb,
7570 15th Street Rd,,,,,,,,,,,Concord,,,alabama,,,,,,,,,Currently unrated,Calvary Christian School,/alabama/concord/2290-Calvary-Christian-School/,-1,AL,428,,Private,,,35023,5e7b01be0c16a3618bfc3bec,
5900 Nevius Rd,,,,,,,,,,,Mobile,,,alabama,,,,,,,,,Currently unrated,Calvary Kindergarten,/alabama/mobile/3063-Calvary-Kindergarten/,-1,AL,429,,Private,,,36619,5e7b01be0c16a3618bfc3bed,"{'type': 'Point', 'coordinates': [-88.17867576279103, 30.596568245209237]}"
601 North Main Street,,,,,,,,,,,Tuscumbia,,,alabama,,,,,,,,,Currently unrated,Calvary Learning Center,/alabama/tuscumbia/2075-Calvary-Learning-Center/,-1,AL,430,,Private,,,35674,5e7b01be0c16a3618bfc3bee,"{'type': 'Point', 'coordinates': [-87.703536, 34.738032]}"
8440 5th Ave N,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Calvary Resurrection Christian Academy,/alabama/birmingham/2133-Calvary-Resurrection-Christian-Academy/,-1,AL,431,,Private,,,35206,5e7b01be0c16a3618bfc3bef,"{'type': 'Point', 'coordinates': [-86.72689395918367, 33.575948673469384]}"
901 Montezuma Avenue,,,,,,,,,,,Dothan,,,alabama,,,,,,,,,Currently unrated,Calvary Weekday Ministry,/alabama/dothan/2710-Calvary-Weekday-Ministry/,-1,AL,432,,Private,,,36303,5e7b01be0c16a3618bfc3bf0,"{'type': 'Point', 'coordinates': [-85.413296, 31.236857]}"
